combination,activity,a1,a2,a3,a4,a5,a6
272.0,Pointing,543.0,167.0,3694.0,2.0,3.0,6.0
272.0,Phone,991.0,6.0,0.0,4089.0,98.0,219.0
272.0,Tablet,107.0,4.0,0.0,561.0,5298.0,180.0
272.0,Paper,78.0,5.0,0.0,33.0,15.0,6295.0
273.0,Standing,6403.0,3.0,0.0,86.0,77.0,44.0
273.0,Sitting,46.0,9543.0,66.0,0.0,8.0,2.0
273.0,Pointing,38.0,253.0,3785.0,0.0,19.0,6.0
273.0,Phone,1613.0,2.0,0.0,3648.0,16.0,414.0
273.0,Tablet,154.0,13.0,0.0,760.0,5819.0,236.0
273.0,Paper,167.0,17.0,0.0,26.0,7.0,6449.0
274.0,Standing,6802.0,6.0,2.0,87.0,66.0,27.0
274.0,Sitting,48.0,9498.0,345.0,8.0,9.0,1.0
274.0,Pointing,8.0,170.0,3326.0,2.0,14.0,3.0
274.0,Phone,1031.0,0.0,0.0,3909.0,117.0,562.0
274.0,Tablet,132.0,6.0,0.0,333.0,6378.0,189.0
274.0,Paper,145.0,6.0,0.0,84.0,22.0,5484.0
275.0,Standing,6365.0,22.0,2.0,131.0,102.0,46.0
275.0,Sitting,62.0,9415.0,529.0,4.0,4.0,10.0
275.0,Pointing,531.0,191.0,3528.0,1.0,6.0,9.0
275.0,Phone,1791.0,1.0,0.0,2923.0,121.0,673.0
275.0,Tablet,468.0,13.0,0.0,797.0,4969.0,229.0
275.0,Paper,94.0,7.0,0.0,25.0,8.0,6442.0
276.0,Standing,6759.0,3.0,0.0,94.0,89.0,37.0
276.0,Sitting,40.0,9659.0,153.0,1.0,6.0,2.0
276.0,Pointing,36.0,273.0,3611.0,0.0,28.0,4.0
276.0,Phone,1771.0,0.0,0.0,3713.0,38.0,277.0
276.0,Tablet,88.0,8.0,0.0,1017.0,5966.0,229.0
276.0,Paper,153.0,199.0,0.0,13.0,10.0,6441.0
277.0,Standing,7125.0,8.0,2.0,146.0,52.0,26.0
277.0,Sitting,37.0,9723.0,324.0,11.0,2.0,8.0
277.0,Pointing,25.0,169.0,3157.0,1.0,14.0,8.0
277.0,Phone,976.0,3.0,0.0,4015.0,105.0,626.0
277.0,Tablet,213.0,6.0,0.0,283.0,6606.0,256.0
277.0,Paper,121.0,18.0,0.0,65.0,15.0,5672.0
278.0,Standing,5231.0,4.0,0.0,126.0,70.0,51.0
278.0,Sitting,41.0,8567.0,92.0,1.0,9.0,2.0
278.0,Pointing,64.0,181.0,4110.0,1.0,5.0,10.0
278.0,Phone,507.0,0.0,0.0,3794.0,29.0,506.0
278.0,Tablet,82.0,1.0,0.0,1456.0,3909.0,172.0
278.0,Paper,72.0,3.0,0.0,0.0,3.0,5623.0
279.0,Standing,5654.0,4.0,0.0,122.0,36.0,43.0
279.0,Sitting,49.0,8673.0,218.0,2.0,7.0,7.0
279.0,Pointing,10.0,91.0,3665.0,2.0,17.0,8.0
279.0,Phone,261.0,0.0,0.0,3896.0,110.0,495.0
279.0,Tablet,359.0,5.0,0.0,366.0,4805.0,141.0
279.0,Paper,53.0,13.0,0.0,33.0,9.0,4668.0
280.0,Standing,6016.0,2.0,0.0,78.0,55.0,22.0
280.0,Sitting,45.0,8666.0,71.0,0.0,9.0,2.0
280.0,Pointing,16.0,142.0,3296.0,0.0,20.0,5.0
280.0,Phone,811.0,2.0,0.0,3624.0,21.0,594.0
280.0,Tablet,110.0,5.0,0.0,294.0,5951.0,148.0
280.0,Paper,127.0,3.0,0.0,18.0,12.0,4856.0
281.0,Standing,7591.0,31.0,2.0,130.0,193.0,23.0
281.0,Sitting,61.0,10146.0,650.0,0.0,20.0,1.0
281.0,Pointing,530.0,258.0,3995.0,0.0,20.0,4.0
281.0,Phone,2631.0,1.0,0.0,3324.0,479.0,35.0
281.0,Tablet,87.0,6.0,0.0,244.0,7585.0,126.0
281.0,Paper,314.0,12.0,1.0,158.0,27.0,7193.0
282.0,Standing,6210.0,10.0,3.0,109.0,118.0,20.0
282.0,Sitting,77.0,8834.0,802.0,1.0,13.0,2.0
282.0,Pointing,512.0,160.0,4537.0,1.0,13.0,3.0
282.0,Phone,1574.0,0.0,1.0,3553.0,332.0,47.0
282.0,Tablet,126.0,5.0,0.0,349.0,5730.0,150.0
282.0,Paper,214.0,10.0,6.0,262.0,27.0,6071.0
283.0,Standing,6588.0,2.0,0.0,67.0,108.0,19.0
283.0,Sitting,64.0,8784.0,128.0,0.0,590.0,0.0
283.0,Pointing,18.0,222.0,4633.0,0.0,37.0,2.0
283.0,Phone,1809.0,1.0,0.0,3829.0,131.0,27.0
283.0,Tablet,99.0,1.0,0.0,347.0,6631.0,114.0
283.0,Paper,217.0,7.0,0.0,57.0,18.0,6531.0
284.0,Standing,7040.0,10.0,2.0,54.0,42.0,13.0
284.0,Sitting,59.0,9211.0,462.0,2.0,76.0,0.0
284.0,Pointing,13.0,127.0,4187.0,1.0,5.0,1.0
284.0,Phone,1505.0,3.0,0.0,3986.0,193.0,36.0
284.0,Tablet,360.0,6.0,0.0,224.0,6531.0,127.0
284.0,Paper,305.0,14.0,2.0,189.0,75.0,5320.0
285.0,Standing,6489.0,26.0,0.0,147.0,148.0,29.0
285.0,Sitting,92.0,8847.0,963.0,2.0,11.0,10.0
285.0,Pointing,422.0,204.0,4444.0,2.0,0.0,5.0
285.0,Phone,1152.0,5.0,0.0,4082.0,302.0,72.0
285.0,Tablet,191.0,5.0,1.0,636.0,5691.0,162.0
285.0,Paper,1170.0,1.0,14.0,244.0,17.0,5294.0
286.0,Standing,6907.0,9.0,0.0,84.0,138.0,15.0
286.0,Sitting,55.0,9590.0,59.0,2.0,55.0,1.0
286.0,Pointing,16.0,306.0,4429.0,1.0,7.0,4.0
286.0,Phone,1946.0,0.0,0.0,3767.0,167.0,23.0
286.0,Tablet,90.0,5.0,0.0,283.0,7005.0,135.0
286.0,Paper,481.0,28.0,1.0,50.0,17.0,6403.0
287.0,Standing,7301.0,17.0,1.0,134.0,50.0,27.0
287.0,Sitting,61.0,9523.0,401.0,4.0,16.0,1.0
287.0,Pointing,16.0,128.0,4016.0,2.0,20.0,3.0
287.0,Phone,1203.0,0.0,0.0,4351.0,238.0,37.0
287.0,Tablet,889.0,9.0,0.0,168.0,6388.0,120.0
287.0,Paper,298.0,7.0,0.0,421.0,32.0,5297.0
288.0,Standing,5449.0,1.0,0.0,98.0,79.0,26.0
288.0,Sitting,58.0,8389.0,150.0,1.0,14.0,1.0
288.0,Pointing,15.0,151.0,5006.0,0.0,3.0,7.0
288.0,Phone,1016.0,0.0,0.0,3755.0,121.0,48.0
288.0,Tablet,106.0,1.0,0.0,925.0,4664.0,134.0
288.0,Paper,284.0,0.0,0.0,50.0,13.0,5518.0
289.0,Standing,5887.0,9.0,2.0,85.0,27.0,20.0
289.0,Sitting,71.0,8294.0,473.0,2.0,8.0,9.0
289.0,Pointing,13.0,74.0,4508.0,1.0,2.0,6.0
289.0,Phone,941.0,0.0,0.0,3643.0,213.0,69.0
289.0,Tablet,1497.0,3.0,1.0,35.0,4222.0,128.0
289.0,Paper,227.0,6.0,1.0,249.0,18.0,4439.0
290.0,Standing,6201.0,10.0,1.0,64.0,51.0,17.0
290.0,Sitting,66.0,6710.0,309.0,0.0,1609.0,0.0
290.0,Pointing,15.0,96.0,4160.0,0.0,15.0,4.0
290.0,Phone,1361.0,0.0,0.0,3637.0,120.0,38.0
290.0,Tablet,260.0,3.0,0.0,33.0,6299.0,123.0
290.0,Paper,232.0,0.0,1.0,55.0,24.0,4868.0
291.0,Standing,6127.0,6.0,5.0,105.0,117.0,24.0
291.0,Sitting,121.0,9185.0,646.0,2.0,13.0,1.0
291.0,Pointing,524.0,184.0,4031.0,0.0,0.0,4.0
291.0,Phone,1811.0,1.0,0.0,3231.0,241.0,165.0
291.0,Tablet,132.0,15.0,0.0,395.0,5817.0,152.0
291.0,Paper,247.0,6.0,6.0,144.0,22.0,6246.0
292.0,Standing,6526.0,3.0,0.0,60.0,87.0,22.0
292.0,Sitting,54.0,9597.0,46.0,0.0,107.0,1.0
292.0,Pointing,19.0,381.0,4008.0,0.0,17.0,4.0
292.0,Phone,1924.0,2.0,3.0,3571.0,18.0,221.0
292.0,Tablet,97.0,5.0,0.0,618.0,6474.0,149.0
292.0,Paper,302.0,212.0,31.0,119.0,13.0,6234.0
293.0,Standing,6966.0,12.0,0.0,39.0,41.0,17.0
293.0,Sitting,56.0,9409.0,530.0,0.0,52.0,2.0
293.0,Pointing,17.0,204.0,3627.0,0.0,0.0,3.0
293.0,Phone,1780.0,2.0,1.0,3284.0,166.0,432.0
293.0,Tablet,290.0,6.0,0.0,434.0,6531.0,138.0
293.0,Paper,382.0,505.0,1.0,233.0,26.0,4839.0
294.0,Standing,5027.0,2.0,0.0,66.0,77.0,26.0
294.0,Sitting,66.0,8496.0,75.0,0.0,15.0,4.0
294.0,Pointing,73.0,209.0,4543.0,0.0,19.0,4.0
294.0,Phone,1365.0,2.0,1.0,2956.0,28.0,424.0
294.0,Tablet,104.0,1.0,0.0,572.0,4828.0,150.0
294.0,Paper,171.0,0.0,0.0,24.0,6.0,5595.0
295.0,Standing,5465.0,5.0,1.0,44.0,31.0,29.0
295.0,Sitting,81.0,8179.0,595.0,3.0,41.0,1.0
295.0,Pointing,13.0,108.0,4129.0,3.0,13.0,4.0
295.0,Phone,808.0,0.0,0.0,3493.0,172.0,229.0
295.0,Tablet,364.0,3.0,2.0,418.0,4785.0,139.0
295.0,Paper,336.0,14.0,1.0,127.0,31.0,4362.0
296.0,Standing,5763.0,3.0,3.0,39.0,41.0,40.0
296.0,Sitting,58.0,8452.0,101.0,0.0,124.0,2.0
296.0,Pointing,12.0,148.0,3758.0,0.0,35.0,3.0
296.0,Phone,1619.0,2.0,0.0,2819.0,43.0,509.0
296.0,Tablet,191.0,2.0,0.0,400.0,5817.0,133.0
296.0,Paper,244.0,114.0,0.0,54.0,50.0,4649.0
297.0,Standing,5367.0,2.0,0.0,58.0,99.0,41.0
297.0,Sitting,48.0,8713.0,75.0,1.0,11.0,4.0
297.0,Pointing,27.0,205.0,4457.0,0.0,0.0,10.0
297.0,Phone,1137.0,0.0,0.0,3399.0,46.0,300.0
297.0,Tablet,138.0,1.0,0.0,614.0,5057.0,171.0
297.0,Paper,946.0,0.0,0.0,77.0,8.0,4915.0
298.0,Standing,5808.0,10.0,0.0,62.0,36.0,28.0
298.0,Sitting,95.0,8654.0,332.0,4.0,5.0,6.0
298.0,Pointing,16.0,90.0,3993.0,0.0,15.0,7.0
298.0,Phone,756.0,4.0,0.0,3424.0,90.0,534.0
298.0,Tablet,1173.0,3.0,0.0,260.0,4454.0,147.0
298.0,Paper,294.0,10.0,1.0,223.0,20.0,4473.0
299.0,Standing,6135.0,3.0,0.0,49.0,39.0,32.0
299.0,Sitting,57.0,8797.0,53.0,0.0,24.0,2.0
299.0,Pointing,18.0,188.0,3590.0,0.0,4.0,7.0
299.0,Phone,1493.0,0.0,0.0,2998.0,26.0,581.0
299.0,Tablet,325.0,3.0,0.0,253.0,6142.0,146.0
299.0,Paper,281.0,1.0,0.0,130.0,27.0,4822.0
300.0,Standing,4608.0,1.0,0.0,77.0,30.0,42.0
300.0,Sitting,66.0,7632.0,75.0,2.0,7.0,2.0
300.0,Pointing,26.0,81.0,4085.0,0.0,25.0,9.0
300.0,Phone,658.0,0.0,0.0,2905.0,34.0,538.0
300.0,Tablet,190.0,0.0,0.0,238.0,4618.0,135.0
300.0,Paper,160.0,15.0,0.0,13.0,13.0,3945.0
301.0,Standing,7791.0,24.0,0.0,148.0,122.0,42.0
301.0,Sitting,47.0,10522.0,513.0,5.0,4.0,3.0
301.0,Pointing,517.0,231.0,3197.0,0.0,2.0,10.0
301.0,Phone,2108.0,4.0,0.0,4058.0,444.0,134.0
301.0,Tablet,141.0,14.0,1.0,256.0,7202.0,157.0
301.0,Paper,133.0,99.0,3.0,48.0,20.0,7507.0
302.0,Standing,6340.0,9.0,1.0,123.0,87.0,67.0
302.0,Sitting,39.0,9464.0,425.0,1.0,13.0,3.0
302.0,Pointing,468.0,182.0,3687.0,31.0,6.0,2.0
302.0,Phone,844.0,3.0,0.0,4515.0,307.0,116.0
302.0,Tablet,103.0,6.0,0.0,427.0,5383.0,164.0
302.0,Paper,97.0,7.0,6.0,324.0,18.0,6243.0
303.0,Standing,6646.0,6.0,1.0,121.0,87.0,80.0
303.0,Sitting,47.0,9633.0,86.0,0.0,15.0,1.0
303.0,Pointing,26.0,241.0,3793.0,1.0,0.0,1.0
303.0,Phone,1534.0,0.0,0.0,4385.0,84.0,72.0
303.0,Tablet,103.0,5.0,0.0,241.0,6414.0,152.0
303.0,Paper,115.0,19.0,0.0,63.0,5.0,6733.0
304.0,Standing,7129.0,12.0,0.0,105.0,51.0,21.0
304.0,Sitting,42.0,9698.0,277.0,1.0,8.0,0.0
304.0,Pointing,8.0,156.0,3317.0,1.0,0.0,2.0
304.0,Phone,927.0,0.0,0.0,4788.0,225.0,61.0
304.0,Tablet,172.0,6.0,0.0,562.0,6117.0,114.0
304.0,Paper,115.0,16.0,3.0,176.0,13.0,5687.0
305.0,Standing,6212.0,17.0,0.0,209.0,115.0,443.0
305.0,Sitting,27.0,9576.0,523.0,0.0,8.0,7.0
305.0,Pointing,511.0,154.0,3548.0,1.0,3.0,10.0
305.0,Phone,1238.0,14.0,0.0,3757.0,566.0,316.0
305.0,Tablet,340.0,87.0,0.0,109.0,4640.0,1233.0
305.0,Paper,71.0,3.0,0.0,167.0,6.0,6598.0
306.0,Standing,7001.0,5.0,0.0,111.0,101.0,92.0
306.0,Sitting,42.0,9871.0,62.0,0.0,3.0,0.0
306.0,Pointing,16.0,242.0,3636.0,1.0,12.0,6.0
306.0,Phone,1000.0,0.0,0.0,4928.0,188.0,65.0
306.0,Tablet,87.0,12.0,0.0,294.0,6674.0,174.0
306.0,Paper,102.0,17.0,0.0,48.0,7.0,6911.0
307.0,Standing,7428.0,13.0,0.0,143.0,75.0,28.0
307.0,Sitting,34.0,9828.0,354.0,2.0,1.0,3.0
307.0,Pointing,11.0,162.0,3154.0,1.0,1.0,6.0
307.0,Phone,1014.0,1.0,0.0,4439.0,580.0,73.0
307.0,Tablet,235.0,21.0,0.0,211.0,6703.0,127.0
307.0,Paper,113.0,7.0,0.0,249.0,12.0,5779.0
308.0,Standing,5441.0,11.0,0.0,158.0,95.0,105.0
308.0,Sitting,31.0,8714.0,68.0,0.0,16.0,0.0
308.0,Pointing,18.0,150.0,4153.0,1.0,0.0,10.0
308.0,Phone,432.0,0.0,0.0,4613.0,105.0,68.0
308.0,Tablet,78.0,10.0,0.0,1069.0,4244.0,152.0
308.0,Paper,54.0,0.0,0.0,1.0,5.0,5910.0
309.0,Standing,5915.0,18.0,0.0,164.0,51.0,39.0
309.0,Sitting,30.0,8627.0,385.0,2.0,13.0,16.0
309.0,Pointing,7.0,90.0,3640.0,1.0,6.0,10.0
309.0,Phone,426.0,0.0,0.0,4141.0,497.0,80.0
309.0,Tablet,326.0,9.0,0.0,129.0,5007.0,138.0
309.0,Paper,59.0,6.0,0.0,136.0,12.0,4832.0
310.0,Standing,6269.0,6.0,0.0,120.0,72.0,34.0
310.0,Sitting,47.0,8756.0,103.0,0.0,4.0,0.0
310.0,Pointing,13.0,140.0,3282.0,1.0,0.0,4.0
310.0,Phone,744.0,0.0,0.0,4511.0,111.0,68.0
310.0,Tablet,125.0,7.0,0.0,63.0,6112.0,134.0
310.0,Paper,106.0,0.0,0.0,20.0,11.0,5148.0
311.0,Standing,6161.0,10.0,0.0,131.0,103.0,136.0
311.0,Sitting,44.0,9917.0,214.0,1.0,5.0,3.0
311.0,Pointing,523.0,205.0,3145.0,5.0,9.0,6.0
311.0,Phone,1389.0,4.0,25.0,3310.0,379.0,620.0
311.0,Tablet,137.0,4.0,1.0,392.0,5523.0,177.0
311.0,Paper,87.0,5.0,0.0,38.0,15.0,6631.0
312.0,Standing,6591.0,5.0,0.0,77.0,72.0,110.0
312.0,Sitting,42.0,9895.0,78.0,0.0,4.0,2.0
312.0,Pointing,21.0,247.0,3281.0,0.0,27.0,3.0
312.0,Phone,1530.0,1.0,0.0,4198.0,27.0,261.0
312.0,Tablet,104.0,25.0,0.0,1114.0,5642.0,181.0
312.0,Paper,120.0,69.0,0.0,38.0,2.0,6787.0
313.0,Standing,7023.0,11.0,0.0,107.0,54.0,37.0
313.0,Sitting,36.0,9981.0,243.0,3.0,0.0,2.0
313.0,Pointing,10.0,215.0,2768.0,2.0,4.0,2.0
313.0,Phone,1093.0,1.0,1.0,4058.0,161.0,629.0
313.0,Tablet,181.0,47.0,0.0,435.0,6300.0,159.0
313.0,Paper,145.0,25.0,0.0,55.0,13.0,5853.0
314.0,Standing,5104.0,2.0,0.0,85.0,68.0,96.0
314.0,Sitting,48.0,8759.0,48.0,0.0,14.0,3.0
314.0,Pointing,26.0,202.0,3738.0,1.0,26.0,5.0
314.0,Phone,673.0,1.0,0.0,3901.0,25.0,454.0
314.0,Tablet,75.0,0.0,0.0,509.0,4605.0,189.0
314.0,Paper,55.0,0.0,0.0,3.0,2.0,5841.0
315.0,Standing,5559.0,5.0,1.0,85.0,28.0,54.0
315.0,Sitting,53.0,8780.0,273.0,1.0,8.0,1.0
315.0,Pointing,8.0,99.0,3282.0,1.0,27.0,3.0
315.0,Phone,338.0,0.0,0.0,4053.0,279.0,310.0
315.0,Tablet,193.0,8.0,0.0,676.0,4404.0,153.0
315.0,Paper,69.0,8.0,2.0,188.0,20.0,4689.0
316.0,Standing,5844.0,8.0,0.0,101.0,37.0,56.0
316.0,Sitting,45.0,8855.0,51.0,0.0,1.0,1.0
316.0,Pointing,8.0,190.0,2897.0,0.0,8.0,3.0
316.0,Phone,888.0,2.0,0.0,3698.0,26.0,656.0
316.0,Tablet,131.0,3.0,0.0,534.0,5396.0,202.0
316.0,Paper,98.0,1.0,1.0,77.0,5.0,5034.0
317.0,Standing,5280.0,5.0,0.0,136.0,86.0,217.0
317.0,Sitting,29.0,8969.0,59.0,1.0,5.0,5.0
317.0,Pointing,29.0,190.0,3614.0,1.0,6.0,9.0
317.0,Phone,545.0,0.0,0.0,3933.0,103.0,579.0
317.0,Tablet,80.0,6.0,0.0,735.0,4690.0,193.0
317.0,Paper,66.0,4.0,0.0,3.0,2.0,5976.0
318.0,Standing,5871.0,8.0,0.0,127.0,50.0,45.0
318.0,Sitting,31.0,9130.0,135.0,1.0,1.0,14.0
318.0,Pointing,11.0,133.0,3106.0,1.0,12.0,8.0
318.0,Phone,344.0,4.0,0.0,4154.0,247.0,337.0
318.0,Tablet,385.0,13.0,0.0,626.0,4582.0,154.0
318.0,Paper,67.0,6.0,0.0,41.0,7.0,5005.0
319.0,Standing,6213.0,2.0,0.0,100.0,41.0,59.0
319.0,Sitting,38.0,9047.0,62.0,0.0,0.0,2.0
319.0,Pointing,22.0,155.0,2750.0,0.0,20.0,10.0
319.0,Phone,950.0,0.0,0.0,3950.0,25.0,451.0
319.0,Tablet,130.0,6.0,0.0,263.0,5996.0,197.0
319.0,Paper,93.0,0.0,0.0,49.0,2.0,5222.0
320.0,Standing,4721.0,4.0,0.0,111.0,27.0,52.0
320.0,Sitting,37.0,7855.0,82.0,1.0,11.0,14.0
320.0,Pointing,10.0,92.0,3255.0,1.0,9.0,9.0
320.0,Phone,119.0,0.0,0.0,3569.0,86.0,639.0
320.0,Tablet,104.0,2.0,0.0,411.0,4219.0,168.0
320.0,Paper,36.0,0.0,0.0,3.0,2.0,4210.0
321.0,Standing,6393.0,14.0,3.0,148.0,117.0,37.0
321.0,Sitting,61.0,9459.0,550.0,0.0,13.0,2.0
321.0,Pointing,501.0,183.0,4012.0,1.0,3.0,4.0
321.0,Phone,1179.0,4.0,0.0,3927.0,645.0,76.0
321.0,Tablet,127.0,10.0,1.0,229.0,5927.0,150.0
321.0,Paper,250.0,6.0,0.0,216.0,32.0,6436.0
322.0,Standing,6838.0,10.0,1.0,44.0,89.0,44.0
322.0,Sitting,55.0,9496.0,249.0,0.0,121.0,1.0
322.0,Pointing,36.0,308.0,4034.0,0.0,10.0,2.0
322.0,Phone,1679.0,0.0,0.0,4270.0,121.0,51.0
322.0,Tablet,98.0,8.0,0.0,198.0,6830.0,142.0
322.0,Paper,232.0,10.0,2.0,54.0,6.0,6876.0
323.0,Standing,7243.0,9.0,0.0,82.0,42.0,27.0
323.0,Sitting,55.0,9637.0,469.0,1.0,3.0,1.0
323.0,Pointing,16.0,169.0,3625.0,1.0,0.0,1.0
323.0,Phone,1427.0,0.0,0.0,4220.0,344.0,56.0
323.0,Tablet,302.0,7.0,0.0,424.0,6472.0,127.0
323.0,Paper,333.0,2.0,1.0,436.0,27.0,5456.0
324.0,Standing,5320.0,6.0,0.0,83.0,83.0,34.0
324.0,Sitting,54.0,8662.0,48.0,0.0,8.0,1.0
324.0,Pointing,25.0,196.0,4562.0,1.0,21.0,4.0
324.0,Phone,882.0,1.0,0.0,4060.0,162.0,53.0
324.0,Tablet,102.0,3.0,0.0,156.0,5183.0,144.0
324.0,Paper,118.0,1.0,2.0,45.0,11.0,5888.0
325.0,Standing,5775.0,8.0,0.0,56.0,46.0,18.0
325.0,Sitting,85.0,8729.0,188.0,0.0,14.0,1.0
325.0,Pointing,9.0,102.0,4112.0,2.0,3.0,3.0
325.0,Phone,858.0,4.0,0.0,3850.0,322.0,50.0
325.0,Tablet,229.0,13.0,1.0,238.0,5037.0,126.0
325.0,Paper,145.0,7.0,1.0,147.0,24.0,4816.0
326.0,Standing,6088.0,8.0,0.0,65.0,29.0,27.0
326.0,Sitting,62.0,8731.0,42.0,0.0,19.0,0.0
326.0,Pointing,8.0,166.0,3735.0,0.0,6.0,2.0
326.0,Phone,1215.0,0.0,1.0,3987.0,128.0,43.0
326.0,Tablet,177.0,7.0,0.0,175.0,5989.0,128.0
326.0,Paper,198.0,8.0,0.0,56.0,19.0,5099.0
327.0,Standing,5654.0,6.0,0.0,72.0,103.0,60.0
327.0,Sitting,49.0,8875.0,33.0,0.0,11.0,1.0
327.0,Pointing,15.0,182.0,4448.0,0.0,8.0,7.0
327.0,Phone,1035.0,0.0,0.0,3958.0,229.0,42.0
327.0,Tablet,117.0,6.0,0.0,151.0,5475.0,165.0
327.0,Paper,282.0,7.0,0.0,26.0,9.0,5891.0
328.0,Standing,6131.0,9.0,0.0,77.0,28.0,27.0
328.0,Sitting,65.0,8910.0,227.0,4.0,3.0,4.0
328.0,Pointing,11.0,93.0,3963.0,2.0,7.0,6.0
328.0,Phone,872.0,1.0,0.0,3620.0,616.0,81.0
328.0,Tablet,887.0,14.0,0.0,169.0,4752.0,148.0
328.0,Paper,178.0,15.0,0.0,307.0,9.0,4781.0
329.0,Standing,6468.0,4.0,0.0,50.0,30.0,34.0
329.0,Sitting,59.0,8956.0,28.0,1.0,6.0,0.0
329.0,Pointing,13.0,174.0,3570.0,1.0,4.0,6.0
329.0,Phone,1252.0,0.0,0.0,4028.0,150.0,50.0
329.0,Tablet,169.0,2.0,0.0,31.0,6469.0,131.0
329.0,Paper,217.0,19.0,0.0,42.0,18.0,5234.0
330.0,Standing,4894.0,8.0,0.0,100.0,49.0,35.0
330.0,Sitting,51.0,7784.0,42.0,0.0,24.0,0.0
330.0,Pointing,11.0,83.0,4075.0,0.0,10.0,8.0
330.0,Phone,597.0,0.0,0.0,3608.0,252.0,60.0
330.0,Tablet,340.0,2.0,0.0,16.0,4601.0,155.0
330.0,Paper,144.0,0.0,0.0,14.0,15.0,4242.0
331.0,Standing,5259.0,1.0,0.0,52.0,86.0,42.0
331.0,Sitting,50.0,8882.0,69.0,0.0,10.0,1.0
331.0,Pointing,21.0,223.0,4070.0,0.0,8.0,4.0
331.0,Phone,1240.0,1.0,0.0,3388.0,97.0,374.0
331.0,Tablet,103.0,2.0,0.0,445.0,5030.0,159.0
331.0,Paper,178.0,2.0,0.0,18.0,8.0,5940.0
332.0,Standing,5722.0,6.0,1.0,35.0,27.0,26.0
332.0,Sitting,66.0,8765.0,420.0,0.0,3.0,2.0
332.0,Pointing,17.0,122.0,3603.0,0.0,3.0,3.0
332.0,Phone,755.0,1.0,0.0,3718.0,296.0,256.0
332.0,Tablet,260.0,3.0,0.0,325.0,5011.0,196.0
332.0,Paper,192.0,4.0,3.0,217.0,31.0,4774.0
333.0,Standing,6024.0,3.0,0.0,34.0,30.0,40.0
333.0,Sitting,74.0,8976.0,38.0,0.0,5.0,0.0
333.0,Pointing,17.0,214.0,3194.0,0.0,6.0,3.0
333.0,Phone,1376.0,1.0,1.0,3314.0,59.0,565.0
333.0,Tablet,251.0,4.0,0.0,304.0,5895.0,173.0
333.0,Paper,226.0,34.0,2.0,62.0,14.0,5123.0
334.0,Standing,4527.0,2.0,0.0,47.0,20.0,35.0
334.0,Sitting,65.0,7770.0,94.0,0.0,14.0,1.0
334.0,Pointing,10.0,134.0,3700.0,2.0,3.0,4.0
334.0,Phone,471.0,0.0,0.0,3246.0,129.0,507.0
334.0,Tablet,126.0,3.0,0.0,479.0,4179.0,152.0
334.0,Paper,106.0,0.0,0.0,14.0,10.0,4216.0
335.0,Standing,4874.0,3.0,0.0,67.0,15.0,41.0
335.0,Sitting,59.0,8037.0,39.0,0.0,3.0,2.0
335.0,Pointing,13.0,123.0,3559.0,2.0,1.0,6.0
335.0,Phone,477.0,0.0,0.0,3215.0,162.0,605.0
335.0,Tablet,219.0,1.0,0.0,417.0,4472.0,156.0
335.0,Paper,128.0,0.0,0.0,17.0,8.0,4343.0
336.0,Standing,7511.0,14.0,2.0,70.0,146.0,42.0
336.0,Sitting,31.0,10320.0,553.0,1.0,18.0,1.0
336.0,Pointing,491.0,193.0,3414.0,0.0,16.0,1.0
336.0,Phone,2005.0,7.0,0.0,4269.0,242.0,58.0
336.0,Tablet,144.0,3.0,1.0,781.0,6538.0,136.0
336.0,Paper,133.0,21.0,1.0,171.0,52.0,7141.0
337.0,Standing,7863.0,13.0,0.0,75.0,169.0,34.0
337.0,Sitting,33.0,10237.0,837.0,0.0,10.0,3.0
337.0,Pointing,434.0,162.0,3356.0,0.0,6.0,8.0
337.0,Phone,2217.0,8.0,0.0,4213.0,172.0,77.0
337.0,Tablet,287.0,5.0,0.0,1541.0,5666.0,430.0
337.0,Paper,120.0,11.0,0.0,73.0,26.0,7439.0
338.0,Standing,6351.0,9.0,2.0,145.0,101.0,46.0
338.0,Sitting,31.0,9410.0,512.0,2.0,5.0,11.0
338.0,Pointing,480.0,142.0,3741.0,11.0,1.0,10.0
338.0,Phone,1191.0,0.0,0.0,4330.0,109.0,94.0
338.0,Tablet,340.0,1.0,0.0,1772.0,3922.0,206.0
338.0,Paper,80.0,13.0,0.0,118.0,10.0,6333.0
339.0,Standing,6681.0,18.0,0.0,80.0,141.0,48.0
339.0,Sitting,50.0,9487.0,255.0,0.0,12.0,4.0
339.0,Pointing,18.0,146.0,3876.0,0.0,26.0,5.0
339.0,Phone,1265.0,0.0,0.0,4581.0,137.0,31.0
339.0,Tablet,94.0,1.0,0.0,389.0,6463.0,126.0
339.0,Paper,122.0,5.0,0.0,9.0,22.0,6636.0
340.0,Standing,7106.0,12.0,0.0,99.0,107.0,21.0
340.0,Sitting,44.0,9503.0,473.0,13.0,5.0,14.0
340.0,Pointing,16.0,105.0,3358.0,5.0,4.0,5.0
340.0,Phone,852.0,0.0,0.0,4881.0,171.0,36.0
340.0,Tablet,229.0,4.0,0.0,411.0,6363.0,122.0
340.0,Paper,110.0,8.0,0.0,247.0,73.0,5431.0
341.0,Standing,7478.0,9.0,0.0,30.0,141.0,41.0
341.0,Sitting,41.0,10533.0,575.0,5.0,8.0,1.0
341.0,Pointing,536.0,292.0,2766.0,3.0,28.0,7.0
